time,temperature,humidity,precipitation (inch),rain (inch),snowfall (inch),snow_depth (ft),wind_speed_10m (km/h),cloud_cover,kWh,school_factor,kWh_adjusted,hour,day_of_week
1/14/2025 3:00,37.4,34,0,0,0,0.394,1.1,0,25.98684928028429,0.75,19.490136960213217,3,1
1/14/2025 4:00,36.7,34,0,0,0,0.394,1.5,0,28.34681697792327,0.75,21.26011273344245,4,1
1/14/2025 5:00,34.2,30,0,0,0,0.394,1.3,0,30.85362602419845,0.75,23.14021951814884,5,1
1/14/2025 6:00,30.1,29,0,0,0,0.394,1.3,0,37.51981915170304,0.75,28.13986436377728,6,1
1/14/2025 7:00,26.7,25,0,0,0,0.394,1.3,0,46.67454177161453,0.75,35.00590632871089,7,1
1/14/2025 8:00,26.5,24,0,0,0,0.394,1,0,47.54545250926116,1.15,35.65908938194587,8,1
1/14/2025 9:00,27.4,21,0,0,0,0.394,0.8,0,44.37187718517982,1.15,51.02765876295679,9,1
1/14/2025 10:00,26.9,21,0,0,0,0.394,1,0,46.182971111861136,1.15,53.11041678,10,1
1/14/2025 11:00,26.1,21,0,0,0,0.394,1.2,0,46.469958379412695,1.15,53.44045214,11,1
1/14/2025 12:00,24,23,0,0,0,0.394,1.9,0,52.93985694987485,1.15,60.88083549235608,12,1
1/14/2025 13:00,22.9,24,0,0,0,0.394,1.9,0,54.01124089105684,1.15,62.11292702471537,13,1
1/14/2025 14:00,22.7,24,0,0,0,0.394,1.8,0,55.695438212772416,1.15,64.04975394468828,14,1
1/14/2025 15:00,22.3,24,0,0,0,0.394,2.1,0,55.48999184151865,1.15,63.813490617746446,15,1
1/14/2025 16:00,22.1,24,0,0,0,0.394,2.2,0,57.59539305408087,1.15,66.23470201,16,1
1/14/2025 17:00,22.1,24,0,0,0,0.394,2.3,0,58.72638445835258,1.15,67.53534212710545,17,1
1/14/2025 18:00,22,25,0,0,0,0.394,2.3,0,56.26475930634366,1.15,42.19856947975775,18,1
1/14/2025 19:00,21.1,26,0,0,0,0.394,3.1,1,60.95125686772964,0.75,45.713442650797234,19,1
1/14/2025 20:00,19.6,31,0,0,0,0.394,4.3,57,63.96004794318449,0.75,47.97003595738837,20,1
1/14/2025 21:00,20.3,33,0,0,0,0.394,3.8,97,61.20469542443279,0.75,45.90352156832459,21,1
1/14/2025 22:00,22.1,33,0,0,0,0.394,3.9,92,57.58578296955314,0.75,43.189337227164856,22,1
1/14/2025 23:00,25.4,37,0,0,0,0.394,4.6,98,50.45208465,0.75,37.83906349,23,1
1/15/2025 0:00,30.3,44,0,0,0,0.394,4.9,100,37.636439865077456,0.75,28.22732989880809,0,2
1/15/2025 1:00,34.7,48,0,0,0,0.394,5.6,100,29.03978857762048,0.75,21.77984143321536,1,2
1/15/2025 2:00,35.9,49,0,0,0,0.361,5.1,90,28.36876719511692,0.75,21.27657539633769,2,2
1/15/2025 3:00,37.3,48,0,0,0,0.361,4.7,80,26.317192361688363,0.75,19.73789427126627,3,2
1/15/2025 4:00,37.3,49,0,0,0,0.361,4.5,69,25.84149259125913,0.75,19.381119443444348,4,2
1/15/2025 5:00,35.7,48,0,0,0,0.361,3.4,57,27.568478481637804,0.75,20.67635886122835,5,2
1/15/2025 6:00,30.9,49,0,0,0,0.361,5.4,38,38.25824757,0.75,28.69368567,6,2
1/15/2025 7:00,27.3,47,0,0,0,0.361,6.1,42,43.46451494919351,0.75,32.59838621189513,7,2
1/15/2025 8:00,26.9,42,0,0,0,0.361,5.9,41,46.94654235439913,1.15,35.209906765799346,8,2
1/15/2025 9:00,26,42,0,0,0,0.361,5.5,47,47.52279857712938,1.15,54.65121836369878,9,2
1/15/2025 10:00,25.7,41,0,0,0,0.361,4.7,4,47.761904171413065,1.15,54.92618979712502,10,2
1/15/2025 11:00,23.9,41,0,0,0,0.361,4.2,1,53.49380647907031,1.15,61.51787745093085,11,2
1/15/2025 12:00,23.5,39,0,0,0,0.361,3.1,6,55.309041645154124,1.15,63.60539789192724,12,2
1/15/2025 13:00,23.9,36,0,0,0,0.361,2,31,55.10654933931808,1.15,63.37253174021578,13,2
1/15/2025 14:00,24.1,37,0,0,0,0.361,3,12,51.25486299457759,1.15,58.94309244376423,14,2
1/15/2025 15:00,23.3,37,0,0,0,0.361,3.2,3,52.93174303145355,1.15,60.87150448617158,15,2
1/15/2025 16:00,21,42,0,0,0,0.361,4.7,5,58.690310496971534,1.15,67.49385707151725,16,2
1/15/2025 17:00,21,46,0,0,0,0.361,5.6,34,59.87502395690275,1.15,68.85627755043816,17,2
1/15/2025 18:00,21.5,47,0,0,0,0.361,6.3,84,58.05715183785402,1.15,43.54286387839052,18,2
1/15/2025 19:00,21.6,48,0,0,0,0.361,5.4,99,55.99609973440344,0.75,41.99707480080258,19,2
1/15/2025 20:00,22.3,46,0,0,0,0.361,4.3,84,56.20901062,0.75,42.15675796340288,20,2
1/15/2025 21:00,22,46,0,0,0,0.361,2.9,97,57.841046122074495,0.75,43.38078459155587,21,2
1/15/2025 22:00,22.8,46,0,0,0,0.361,2.4,91,55.84580256621511,0.75,41.88435192466133,22,2
1/15/2025 23:00,24.9,47,0,0,0,0.361,1.6,77,50.659021966017086,0.75,37.99426647451281,23,2
1/16/2025 0:00,28.4,52,0,0,0,0.361,2,24,42.68294819405149,0.75,32.012211145538615,0,3
1/16/2025 1:00,31.8,47,0,0,0,0.361,2.3,45,35.743231562539705,0.75,26.80742367190478,1,3
1/16/2025 2:00,32.7,44,0,0,0,0.328,3.3,95,34.65183272,0.75,25.98887454,2,3
1/16/2025 3:00,32.3,54,0,0,0,0.328,2.9,99,35.06098988111841,0.75,26.295742410838805,3,3
1/16/2025 4:00,32.2,62,0,0,0,0.328,3.6,100,34.41598936382309,0.75,25.811992022867315,4,3
1/16/2025 5:00,30.6,69,0,0,0,0.328,3.6,99,38.71173828709958,0.75,29.033803715324684,5,3
1/16/2025 6:00,26.8,74,0,0,0,0.328,5.5,99,45.54121572224168,0.75,34.15591179168126,6,3
1/16/2025 7:00,23.5,74,0,0,0,0.328,7.8,93,51.863010195744366,0.75,38.89725764680827,7,3
1/16/2025 8:00,21.3,73,0,0,0,0.328,9.9,97,59.49525886,1.15,44.62144414134863,8,3
1/16/2025 9:00,20.6,70,0,0,0,0.328,9.8,96,62.99223562658019,1.15,72.44107097056721,9,3
1/16/2025 10:00,20.8,68,0,0,0,0.328,8.1,87,60.003387416874986,1.15,69.00389552940622,10,3
1/16/2025 11:00,21.2,66,0,0,0,0.328,6.9,89,59.34409296259451,1.15,68.24570690698368,11,3
1/16/2025 12:00,21.6,66,0,0,0,0.328,7,99,58.69754046950711,1.15,67.50217153993317,12,3
1/16/2025 13:00,21.3,69,0,0,0,0.328,8.7,67,59.934528976132064,1.15,68.92470832255187,13,3
1/16/2025 14:00,20.7,70,0,0,0,0.328,9.8,8,60.65722291561556,1.15,69.75580635295789,14,3
1/16/2025 15:00,20.7,67,0,0,0,0.328,10.3,64,60.37904098807708,1.15,69.43589713628863,15,3
1/16/2025 16:00,21.5,63,0,0,0,0.328,9.4,96,58.19748814532946,1.15,66.92711136712887,16,3
1/16/2025 17:00,22.7,59,0,0,0,0.328,7.7,99,55.51061993637182,1.15,63.83721292682758,17,3
1/16/2025 18:00,23.7,57,0,0,0,0.328,6.2,90,54.00316106535527,1.15,40.50237079901645,18,3
1/16/2025 19:00,23.9,55,0,0,0,0.328,5.3,22,51.11036513,0.75,38.332773845469454,19,3
1/16/2025 20:00,24.8,55,0,0,0,0.328,5.3,57,50.00482407487087,0.75,37.50361805615315,20,3
1/16/2025 21:00,24.6,54,0,0,0,0.328,5.2,27,51.987822096127495,0.75,38.99086657209562,21,3
1/16/2025 22:00,24.3,52,0,0,0,0.328,4,75,52.939091510589016,0.75,39.70431863294176,22,3
1/16/2025 23:00,28.4,48,0,0,0,0.328,1.6,97,42.30577586399109,0.75,31.729331897993315,23,3
1/17/2025 0:00,34,44,0,0,0,0.328,0.8,92,31.65677619,0.75,23.74258214093475,0,4
1/17/2025 1:00,35.1,52,0,0,0,0.328,2.4,40,30.98541813848199,0.75,23.23906360386149,1,4
1/17/2025 2:00,35.5,53,0,0,0,0.328,2.6,61,27.35909915797837,0.75,20.51932436848378,2,4
1/17/2025 3:00,35.2,52,0,0,0,0.295,3.3,98,28.958594443843552,0.75,21.718945832882664,3,4
1/17/2025 4:00,34.6,58,0,0,0,0.295,1.8,98,29.10876287571353,0.75,21.83157215678515,4,4
1/17/2025 5:00,34.3,53,0,0,0,0.295,1,98,28.83359823958402,0.75,21.625198679688012,5,4
1/17/2025 6:00,31.3,54,0,0,0,0.295,2.5,76,36.38380619496083,0.75,27.287854646220623,6,4
1/17/2025 7:00,25.9,59,0,0,0,0.295,5.6,65,48.30882464767677,0.75,36.23161848575758,7,4
1/17/2025 8:00,23.9,62,0,0,0,0.295,4.7,31,54.44391524601754,1.15,40.83293643451316,8,4
1/17/2025 9:00,22.7,63,0,0,0,0.295,5.6,97,57.16072503023097,1.15,65.73483378476561,9,4
1/17/2025 10:00,22.7,63,0,0,0,0.295,4.2,100,55.94949598738879,1.15,64.34192039,10,4
1/17/2025 11:00,23.4,61,0,0,0,0.295,4,98,54.26305099794273,1.15,62.40250864763413,11,4
1/17/2025 12:00,22.6,57,0,0,0,0.295,3.8,100,56.09736889656925,1.15,64.51197423105464,12,4
1/17/2025 13:00,22.8,56,0,0,0,0.295,4.7,95,56.37930770503137,1.15,64.83620386078607,13,4
1/17/2025 14:00,22.6,56,0,0,0,0.295,4.5,40,56.99270951994194,1.15,65.54161594793322,14,4
1/17/2025 15:00,21.4,55,0,0,0,0.295,3.5,100,58.38961774218859,1.15,67.14806040351688,15,4
1/17/2025 16:00,21.6,57,0,0,0,0.295,4.6,100,59.18318347481261,1.15,68.060661,16,4
1/17/2025 17:00,23.3,57,0,0,0,0.295,5.5,100,54.40497211906056,1.15,62.56571793691964,17,4
1/17/2025 18:00,24.7,61,0,0,0,0.295,3.5,96,51.35627104990589,1.15,38.51720328742942,18,4
1/17/2025 19:00,23.3,55,0,0,0,0.295,3.3,100,53.52533534333314,0.75,40.14400150749985,19,4
1/17/2025 20:00,25.5,53,0,0,0,0.295,1.6,96,49.56116281044366,0.75,37.17087210783275,20,4
1/17/2025 21:00,22.1,55,0,0,0,0.295,3.6,99,58.34003149244092,0.75,43.75502361933069,21,4
1/17/2025 22:00,23,55,0,0,0,0.295,3.8,99,55.33605636734938,0.75,41.50204227551203,22,4
1/17/2025 23:00,26.1,58,0,0,0,0.295,2.9,100,48.39659315834974,0.75,36.29744486876231,23,4
1/18/2025 0:00,30.8,56,0,0,0,0.295,0.4,86,36.81906963393643,0.6,22.09144178036186,0,5
1/18/2025 1:00,32.8,49,0,0,0,0.295,2.4,68,31.925729054699094,0.6,19.15543743281945,1,5
1/18/2025 2:00,31.9,57,0,0,0,0.295,3.3,72,35.92397407,0.6,21.554384439161883,2,5
1/18/2025 3:00,32,57,0,0,0,0.295,1.8,40,35.37699331006825,0.6,21.22619598604095,3,5
1/18/2025 4:00,31.6,61,0,0,0,0.295,1.9,71,35.975603561128274,0.6,21.585362136676963,4,5
1/18/2025 5:00,30.2,72,0,0,0,0.295,1.3,100,37.69652367468569,0.6,22.617914204811417,5,5
1/18/2025 6:00,26.1,74,0,0,0,0.262,1.3,99,47.354535182291976,0.6,28.412721109375184,6,5
1/18/2025 7:00,21.5,81,0,0,0,0.262,0.9,99,57.96204187089486,0.6,34.77722512253691,7,5
1/18/2025 8:00,19.4,84,0,0,0,0.262,4.1,99,66.18121213896796,1.15,39.708727283380775,8,5
1/18/2025 9:00,19.1,85,0,0,0,0.262,4.6,100,65.52350855952196,1.15,39.31410513571317,9,5
1/18/2025 10:00,18.5,85,0,0,0,0.262,4.4,100,69.19021920132735,1.15,41.51413152079641,10,5
1/18/2025 11:00,19.5,82,0,0,0,0.295,5.4,100,66.4890052,1.15,39.89340311801796,11,5
1/18/2025 12:00,19.1,80,0,0,0,0.295,5.4,100,67.28805137539855,1.15,40.37283082523913,12,5
1/18/2025 13:00,18.9,76,0,0,0,0.295,4.3,99,66.62784951487097,1.15,39.97670970892258,13,5
1/18/2025 14:00,18.9,74,0,0,0,0.295,3.3,97,65.13059671973265,1.15,39.07835803183959,14,5
1/18/2025 15:00,19.5,73,0,0,0,0.295,4.4,99,64.36805356259603,1.15,38.62083213755762,15,5
1/18/2025 16:00,18.9,75,0,0,0,0.295,3.6,99,67.18866452365017,1.15,40.31319871,16,5
1/18/2025 17:00,19,76,0,0,0,0.295,3.6,99,66.23508703461167,1.15,39.74105222,17,5
1/18/2025 18:00,17.4,76,0,0,0,0.295,2.7,100,69.42722193497498,1.15,41.656333160984985,18,5
1/18/2025 19:00,16.7,76,0,0,0,0.295,3.2,100,72.15593820530327,0.6,43.29356292318196,19,5
1/18/2025 20:00,16.6,77,0,0,0,0.295,2.8,100,74.95864879272654,0.6,44.97518927563592,20,5
1/18/2025 21:00,16.5,80,0,0,0,0.295,2.3,100,72.15326890486274,0.6,43.291961342917645,21,5
1/18/2025 22:00,17.2,82,0,0,0,0.295,2.3,100,70.05625659798854,0.6,42.03375395879312,22,5
1/18/2025 23:00,20.5,81,0,0,0,0.295,2.8,100,63.34390200918478,0.6,38.006341205510864,23,5
1/19/2025 0:00,25.4,78,0,0,0,0.295,2.5,100,48.19505986545721,0.6,28.917035919274326,0,6
1/19/2025 1:00,28,72,0,0,0,0.262,0.5,100,42.91490296528836,0.6,25.748941779173016,1,6
1/19/2025 2:00,27.9,78,0,0,0,0.262,1,100,42.98670834472832,0.6,25.79202500683699,2,6
1/19/2025 3:00,28.5,79,0,0,0,0.262,3.3,100,41.66958878,0.6,25.00175326647504,3,6
1/19/2025 4:00,28.7,80,0,0,0,0.262,1.7,97,42.58164883604287,0.6,25.548989301625724,4,6
1/19/2025 5:00,27.7,83,0,0,0,0.262,1,94,44.89435149,0.6,26.93661089633784,5,6
1/19/2025 6:00,24.3,90,0,0,0,0.262,0.6,99,51.91368355906848,0.6,31.148210135441087,6,6
1/19/2025 7:00,20.3,95,0,0,0,0.262,4.6,100,61.97113398517314,0.6,37.18268039110388,7,6
1/19/2025 8:00,20.7,90,0,0,0,0.262,5.7,99,62.84610360106165,1.15,37.707662160636986,8,6
1/19/2025 9:00,20.5,89,0,0,0,0.262,4.6,97,61.26522911698856,1.15,36.75913747019313,9,6
1/19/2025 10:00,20.4,86,0.016,0,0.11,0.262,3.9,82,60.53339240154551,1.15,36.320035440927306,10,6
1/19/2025 11:00,19.6,77,0.083,0,0.579,0.262,4.7,50,65.31886361815656,1.15,39.19131817089393,11,6
1/19/2025 12:00,18.8,70,0.094,0,0.661,0.262,6.3,20,67.87672127372807,1.15,40.72603276423684,12,6
1/19/2025 13:00,19.2,68,0,0,0,0.262,5.9,1,65.87592454328964,1.15,39.52555472597378,13,6
1/19/2025 14:00,19.6,62,0,0,0,0.262,5.1,1,62.30076091561283,1.15,37.38045654936769,14,6
1/19/2025 15:00,19.5,58,0,0,0,0.262,4.6,1,64.23095615006557,1.15,38.538573690039335,15,6
1/19/2025 16:00,20.5,56,0,0,0,0.262,3.8,5,61.69484456651285,1.15,37.01690673990771,16,6
1/19/2025 17:00,21.3,55,0,0,0,0.262,2.4,63,57.876241308623975,1.15,34.725744785174385,17,6
1/19/2025 18:00,22,56,0,0,0,0.262,1.3,92,57.71551278286287,1.15,34.62930766971772,18,6
1/19/2025 19:00,23,55,0,0,0,0.262,0.9,89,54.09688515949851,0.6,32.45813109569911,19,6
1/19/2025 20:00,24,55,0,0,0,0.262,2.4,81,52.84644263601885,0.6,31.70786558161131,20,6
1/19/2025 21:00,24.2,56,0,0,0,0.262,1.9,80,51.90880028155892,0.6,31.14528016893535,21,6
1/19/2025 22:00,25.1,55,0,0,0,0.262,1.4,97,49.980904226153314,0.6,29.988542535691987,22,6
1/19/2025 23:00,29.5,52,0,0,0,0.262,1.1,46,40.859969032793394,0.6,24.515981419676034,23,6
1/20/2025 0:00,32.9,52,0,0,0,0.262,2,50,33.235292030331614,0.75,24.926469022748712,0,0
1/20/2025 1:00,35.1,59,0,0,0,0.262,4.3,13,29.372512507145867,0.75,22.02938438,1,0
1/20/2025 2:00,35.8,58,0,0,0,0.262,5.5,23,27.76826570846429,0.75,20.826199281348217,2,0
1/20/2025 3:00,35.4,60,0,0,0,0.23,5.2,64,27.857776034155748,0.75,20.89333202561681,3,0
1/20/2025 4:00,35,62,0,0,0,0.23,4,94,30.50344165578458,0.75,22.877581241838435,4,0
1/20/2025 5:00,33.3,62,0,0,0,0.23,3.4,94,33.35369617323102,0.75,25.015272129923268,5,0
1/20/2025 6:00,30.2,63,0,0,0,0.23,1.7,96,38.992437121888585,0.75,29.24432784141644,6,0
1/20/2025 7:00,26.7,66,0,0,0,0.23,4.3,97,46.43955738293376,0.75,34.82966803720032,7,0
1/20/2025 8:00,26.7,62,0,0,0,0.23,3.7,99,46.220591485282775,1.15,34.66544361396208,8,0
1/20/2025 9:00,25,63,0,0,0,0.23,2.8,97,52.549700222713525,1.15,60.43215525612055,9,0
1/20/2025 10:00,22.8,70,0.004,0,0.028,0.23,5.2,100,56.287189533310574,1.15,64.73026796330716,10,0
1/20/2025 11:00,23.4,66,0.008,0,0.055,0.23,6,95,55.82320396027576,1.15,64.19668455431712,11,0
1/20/2025 12:00,22,67,0.016,0,0.11,0.23,6.7,95,57.54358229253431,1.15,66.17511963641445,12,0
1/20/2025 13:00,21.6,73,0,0,0,0.23,6.8,98,58.790977856382135,1.15,67.60962453483945,13,0
1/20/2025 14:00,20.7,76,0,0,0,0.23,6.1,79,60.79498247690237,1.15,69.91422984843771,14,0
1/20/2025 15:00,19.6,76,0,0,0,0.23,6,92,64.71250695470506,1.15,74.41938299791082,15,0
1/20/2025 16:00,19.4,78,0,0,0,0.23,6.3,55,66.59446636558873,1.15,76.58363632042703,16,0
1/20/2025 17:00,18.9,79,0,0,0,0.23,7.2,70,64.66584642,1.15,74.36572338068906,17,0
1/20/2025 18:00,18.7,79,0,0,0,0.23,7.7,13,65.72904577908295,1.15,49.29678433431221,18,0
1/20/2025 19:00,18.7,79,0,0,0,0.23,9.3,7,66.87020417175616,0.75,50.15265312881712,19,0
1/20/2025 20:00,22.1,71,0,0,0,0.23,12.8,71,57.704148239627045,0.75,43.27811117972029,20,0
1/20/2025 21:00,21.4,71,0,0,0,0.23,11.8,9,59.95098335004369,0.75,44.96323751253277,21,0
1/20/2025 22:00,20.6,72,0,0,0,0.23,11.9,20,59.74846174126369,0.75,44.811346305947765,22,0
1/20/2025 23:00,25.6,66,0,0,0,0.23,10.9,5,50.21033325275302,0.75,37.657749939564766,23,0
1/21/2025 0:00,30.5,61,0,0,0,0.23,6.7,12,39.59746911846011,0.75,29.698101838845083,0,1
1/21/2025 1:00,33.8,58,0,0,0,0.23,4.9,36,32.314946867033505,0.75,24.236210150275127,1,1
1/21/2025 2:00,36.4,52,0,0,0,0.23,5.2,29,26.36599591439672,0.75,19.77449693579754,2,1
1/21/2025 3:00,37.1,51,0,0,0,0.23,6,22,24.00936089390326,0.75,18.007020670427444,3,1
1/21/2025 4:00,36.8,50,0,0,0,0.197,6.3,56,27.76168041635307,0.75,20.82126031,4,1
1/21/2025 5:00,34.9,49,0,0,0,0.197,6.9,52,30.64248264647121,0.75,22.981861984853406,5,1
1/21/2025 6:00,31.1,48,0,0,0,0.197,3.4,81,35.99753981168596,0.75,26.998154858764472,6,1
1/21/2025 7:00,27.6,49,0,0,0,0.197,3.4,95,44.96789483706732,0.75,33.72592112780049,7,1
1/21/2025 8:00,27.5,56,0,0,0,0.197,4.9,78,45.032745111485546,1.15,33.77455883361416,8,1
1/21/2025 9:00,24.2,63,0,0,0,0.197,5.5,58,53.59959384251749,1.15,61.63953291889512,9,1
1/21/2025 10:00,20.3,64,0,0,0,0.197,4.5,27,64.17782716598818,1.15,73.80450124,10,1
1/21/2025 11:00,18.2,64,0,0,0,0.197,6.6,74,67.88681805964879,1.15,78.06984077,11,1
1/21/2025 12:00,16.9,71,0,0,0,0.197,6.8,83,71.41106684,1.15,82.12272687119847,12,1
1/21/2025 13:00,18.1,77,0,0,0,0.197,6.4,90,68.47451291397797,1.15,78.74568985107466,13,1
1/21/2025 14:00,17.8,78,0,0,0,0.197,2,90,69.26121874999083,1.15,79.65040156248945,14,1
1/21/2025 15:00,18.7,78,0,0,0,0.197,1.4,99,66.25746495059617,1.15,76.19608469,15,1
1/21/2025 16:00,19,87,0,0,0,0.197,2.7,100,66.89050329,1.15,76.92407878295663,16,1
1/21/2025 17:00,21.3,91,0,0,0,0.197,1.1,100,59.05248511903291,1.15,67.91035788688784,17,1
1/21/2025 18:00,22.6,95,0.004,0.004,0,0.197,2.3,100,55.58139112276034,1.15,41.68604334207025,18,1
1/21/2025 19:00,22.7,98,0.004,0,0.028,0.23,3.9,100,56.01796240390063,0.75,42.01347180292547,19,1
1/21/2025 20:00,23.3,94,0.004,0,0.028,0.23,2.3,100,53.29166846564726,0.75,39.96875134923545,20,1
1/21/2025 21:00,22.1,96,0.004,0,0.028,0.23,2.1,100,60.04560309962936,0.75,45.03420232472202,21,1
1/21/2025 22:00,22.6,99,0.008,0.004,0.028,0.23,7.6,100,58.88861480338853,0.75,44.1664611,22,1
1/21/2025 23:00,22,98,0.008,0,0.055,0.23,9.7,100,59.05560617832353,0.75,44.29170463374265,23,1
1/22/2025 0:00,21.6,93,0.012,0.004,0.055,0.23,5,100,60.08939092490238,0.75,45.06704319367679,0,2
1/22/2025 1:00,21.6,93,0.024,0,0.165,0.262,3.7,100,58.83672685564884,0.75,44.12754514173663,1,2
1/22/2025 2:00,21.2,98,0.043,0.004,0.276,0.262,14.4,100,61.524124755311696,0.75,46.14309356648377,2,2
1/22/2025 3:00,16.3,96,0.039,0,0.276,0.295,11.9,100,72.87017042698919,0.75,54.65262782024189,3,2
1/22/2025 4:00,13.2,93,0.016,0,0.11,0.295,11.6,100,83.37870032206209,0.75,62.534025241546566,4,2
1/22/2025 5:00,11.3,88,0.008,0,0.055,0.328,8,100,89.03546823553035,0.75,66.77660117664776,5,2
1/22/2025 6:00,10,88,0.004,0,0.028,0.328,8.3,100,92.40598864495811,0.75,69.30449148371858,6,2
1/22/2025 7:00,9.2,87,0.004,0,0.028,0.328,7.8,100,95.92426015085064,0.75,71.94319511313799,7,2
1/22/2025 8:00,7.3,89,0.004,0,0.028,0.361,8.3,100,102.58209537450828,1.15,76.93657153088121,8,2
1/22/2025 9:00,6.6,88,0.008,0,0.055,0.361,8.5,100,105.01709082807623,1.15,120.76965445228764,9,2
1/22/2025 10:00,5.5,88,0.008,0,0.055,0.394,7.5,100,109.04139485001284,1.15,125.39760407751476,10,2
1/22/2025 11:00,4.9,86,0.008,0,0.055,0.394,3,100,112.2247555879311,1.15,129.05846892612075,11,2
1/22/2025 12:00,4.8,88,0.012,0,0.083,0.394,2.3,100,111.8806162040526,1.15,128.66270863466048,12,2
1/22/2025 13:00,4.5,89,0.016,0,0.11,0.427,4.7,100,112.8770516963107,1.15,129.8086094507573,13,2
1/22/2025 14:00,3.9,89,0.016,0,0.11,0.427,5.4,100,114.74732162070686,1.15,131.95941986381288,14,2
1/22/2025 15:00,3.2,89,0.016,0,0.11,0.427,4.1,100,117.16282257823016,1.15,134.73724596496467,15,2
1/22/2025 16:00,2.4,89,0.016,0,0.11,0.427,4.4,100,119.93441380079742,1.15,137.9245759,16,2
1/22/2025 17:00,1.1,90,0.012,0,0.083,0.427,6.7,100,127.68127425595708,1.15,146.83346539435064,17,2
1/22/2025 18:00,-0.1,90,0.012,0,0.083,0.427,10.8,100,130.94590907566624,1.15,98.20943180674968,18,2
1/22/2025 19:00,-0.5,89,0.012,0,0.083,0.427,13.3,100,131.13742436706883,0.75,98.35306827530162,19,2
1/22/2025 20:00,2.1,83,0.008,0,0.055,0.459,14.7,99,121.74166012375744,0.75,91.30624509281807,20,2
1/22/2025 21:00,3.1,82,0.008,0,0.055,0.459,14,100,116.32712845506154,0.75,87.24534634129616,21,2
1/22/2025 22:00,3.4,83,0.004,0,0.028,0.459,13.2,100,116.92391697160808,0.75,87.69293772870606,22,2
1/22/2025 23:00,4.6,78,0.004,0,0.028,0.427,13.2,100,112.27072694124384,0.75,84.20304520593288,23,2
1/23/2025 0:00,4.9,79,0.004,0,0.028,0.427,12.6,100,109.74328485520988,0.75,82.30746364140741,0,3
1/23/2025 1:00,5.3,79,0.004,0,0.028,0.427,12.6,100,109.38128949776134,0.75,82.03596712,1,3
